"","func.type","tpt","subj","r_id","x_pred","y_pred","x_next","y_next","motor_sd","prob_true","prob_rand","prob_lin","prob_prev","group"
"620","alternating_diff_2",10,"jraq40kbs6","jraq40kbs6",0.524828802548825,0.398176307514068,0.5,0.38880777656764,0.0270797001359101,0.895074063691282,0.00155422538754278,0.095800485342043,0.007571225579132,"kids"
"621","alternating_diff_2",11,"jraq40kbs6","jraq40kbs6",0.556275343429328,0.397348766964581,0.528996330792044,0.330815114983552,0.0270797001359101,0.436829307537257,0.0114537396936942,0.514876296719177,0.0368406560498719,"kids"
"622","alternating_diff_2",12,"jraq40kbs6","jraq40kbs6",0.556275343429328,0.399003848063555,0.557992661584088,0.38880777656764,0.0270797001359101,0.997158539656792,0.0010343672495137,1.85731984271812e-05,0.00178851989526733,"kids"
"623","alternating_diff_2",13,"jraq40kbs6","jraq40kbs6",0.600134992552136,0.394866145316121,0.586988992376133,0.38880777656764,0.0270797001359101,0.970347907729554,0.00109473323548906,0.0159661447365731,0.0125912142983834,"kids"
"624","alternating_diff_2",14,"jraq40kbs6","jraq40kbs6",0.615030722442899,0.399831388613042,0.615985323168177,0.38880777656764,0.0270797001359101,0.886418321111177,0.000837000464580378,0.094408053700634,0.0183366247236084,"kids"
"625","hexagon",3,"jraq40kbs6","jraq40kbs6",0.384974449685534,0.418037280701755,0.587820118733407,0.559131835483098,0.0270797001359101,6.02953559265478e-08,0.99999993970451,2.19028592379177e-25,1.33776578388316e-13,"kids"
"626","hexagon",4,"jraq40kbs6","jraq40kbs6",0.369251179245283,0.566994579609402,0.393691435217454,0.559131835483098,0.0270797001359101,0.999422072054857,0.000577926984306607,9.00800051329712e-10,6.00360351087436e-11,"kids"
"627","hexagon",5,"jraq40kbs6","jraq40kbs6",0.276566637702747,0.444518578285337,0.296627093459477,0.391011463955053,0.0270797001359101,0.983023037872746,0.016966699420066,9.99700607239767e-06,2.65701115227423e-07,"kids"
"628","hexagon",6,"jraq40kbs6","jraq40kbs6",0.386629530784508,0.215289846077458,0.393691435217453,0.222891092427008,0.0270797001359101,0.999626128819192,0.000373865055404103,5.11510931270579e-09,1.01029456339078e-09,"kids"
"629","hexagon",7,"jraq40kbs6","jraq40kbs6",0.588549424859317,0.219427548824893,0.587820118733407,0.222891092427007,0.0270797001359101,0.999651123620448,0.000348872251123777,2.74648869087513e-09,1.3819392499537e-09,"kids"
"630","hexagon",8,"jraq40kbs6","jraq40kbs6",0.67378610145647,0.377487793776896,0.684884460491384,0.391011463955052,0.0270797001359101,0.99956599689117,0.000433982030332314,4.50532804246957e-09,1.65731701052682e-08,"kids"
"631","hexagon",9,"jraq40kbs6","jraq40kbs6",0.590204505958292,0.556236552466072,0.587820118733407,0.559131835483098,0.0270797001359101,0.999650735254889,0.000349259570978157,2.65203835270833e-09,2.52209485128202e-09,"kids"
"632","hexagon",10,"jraq40kbs6","jraq40kbs6",0.376699044190665,0.54299590367428,0.393691435217454,0.559131835483098,0.0270797001359101,0.999473265921987,0.000526733829722742,8.96413204982221e-11,1.58648711519959e-10,"kids"
"633","hexagon",11,"jraq40kbs6","jraq40kbs6",0.307185638033763,0.391555983118173,0.296627093459477,0.391011463955053,0.0270797001359101,0.999624994177116,0.00037500150478912,9.78862761288826e-10,3.33923171652834e-09,"kids"
"634","hexagon",12,"jraq40kbs6","jraq40kbs6",0.388284611883482,0.226875413770275,0.393691435217454,0.222891092427007,0.0270797001359101,0.999642807550891,0.000357184868956997,4.05092410259295e-09,3.52922768017592e-09,"kids"
"635","hexagon",13,"jraq40kbs6","jraq40kbs6",0.586894343760344,0.224392792121815,0.587820118733407,0.222891092427008,0.0270797001359101,0.999653480733352,0.000346515843775795,1.69373007229306e-09,1.72914246927907e-09,"kids"
"636","hexagon",14,"jraq40kbs6","jraq40kbs6",0.662200533763655,0.384935658722278,0.684884460491384,0.391011463955053,0.0270797001359101,0.999472218039219,0.000527766036593604,8.21751427032218e-10,1.51024361527944e-08,"kids"
"637","hourglass_1",3,"jraq40kbs6","jraq40kbs6",0.592687127606753,0.442863497186362,0.572276388096593,0.447276388096593,0.0270797001359101,0.998461079803573,0.00153854749654711,5.01734433225061e-19,3.72699879741527e-07,"kids"
"638","hourglass_1",4,"jraq40kbs6","jraq40kbs6",0.513243234856008,0.531410335981462,0.434294192639461,0.309294192639461,0.0270797001359101,3.45679216898003e-08,0.891955588010768,7.42272849603483e-08,0.108044303194025,"kids"
"639","hourglass_1",5,"jraq40kbs6","jraq40kbs6",0.581929100463422,0.230185575968223,0.572276388096593,0.309294192639461,0.0270797001359101,0.806588748604937,0.193410044745588,4.50618044287047e-15,1.20664946998408e-06,"kids"
"640","hourglass_1",6,"jraq40kbs6","jraq40kbs6",0.605100235849057,0.402314010261503,0.434294192639461,0.447276388096593,0.0270797001359101,0.000296721096847874,0.856677527390428,0.00257448757565239,0.140451263937072,"kids"
"641","hourglass_1",7,"jraq40kbs6","jraq40kbs6",0.588549424859318,0.437898253889441,0.572276388096593,0.447276388096593,0.0270797001359101,0.99856536080595,0.00143405218286824,6.67328602035977e-19,5.87011181973628e-07,"kids"
"642","hourglass_1",8,"jraq40kbs6","jraq40kbs6",0.524001261999338,0.376660253227408,0.434294192639461,0.309294192639461,0.0270797001359101,0.258209471750684,0.570625703729674,1.12636018220994e-07,0.171164711883624,"kids"
"643","hourglass_1",9,"jraq40kbs6","jraq40kbs6",0.562068127275737,0.302181603773585,0.572276388096593,0.309294192639461,0.0270797001359101,0.998766968356108,0.00122053809545796,2.71314588599639e-16,1.24935484341861e-05,"kids"
"644","hourglass_1",10,"jraq40kbs6","jraq40kbs6",0.45614293694141,0.423830064548163,0.434294192639461,0.447276388096593,0.0270797001359101,0.997313504858479,0.00268623433334483,8.64465973420044e-15,2.60808167727646e-07,"kids"
"645","hourglass_1",11,"jraq40kbs6","jraq40kbs6",0.567860911122145,0.442863497186362,0.572276388096593,0.447276388096593,0.0270797001359101,0.998879296150388,0.00111445517105544,3.65265872098766e-17,6.2486785568717e-06,"kids"
"646","hourglass_1",12,"jraq40kbs6","jraq40kbs6",0.429661639357829,0.313767171466402,0.434294192639461,0.309294192639461,0.0270797001359101,0.998883372162555,0.00111662527790686,1.64671474708507e-17,2.55953783538829e-09,"kids"
"647","hourglass_1",13,"jraq40kbs6","jraq40kbs6",0.572826154419067,0.302181603773585,0.572276388096593,0.309294192639461,0.0270797001359101,0.998871689604543,0.00112482125276855,4.1947850948406e-17,3.48914268799448e-06,"kids"
"648","hourglass_1",14,"jraq40kbs6","jraq40kbs6",0.437109504303211,0.44617365938431,0.434294192639461,0.447276388096593,0.0270797001359101,0.998910934791894,0.00108906140777061,4.46678554378349e-17,3.80033568883637e-09,"kids"
"649","square_2",3,"jraq40kbs6","jraq40kbs6",0.693647074644159,0.0977790880503145,0.748539978217521,0.098844468647199,0.0270797001359101,0.858831201524644,0.0298750346969173,0.111281267969004,1.24958094351445e-05,"kids"
"650","square_2",4,"jraq40kbs6","jraq40kbs6",0.883153860476663,0.103571871896723,0.748539978217521,0.29215334059416,0.0270797001359101,6.06009947813783e-09,0.180820522887548,0.818852323490466,0.000327147561886729,"kids"
"651","square_2",5,"jraq40kbs6","jraq40kbs6",0.567033370572658,0.291423576630255,0.748539978217521,0.485462212541121,0.0270797001359101,7.3978138634538e-10,0.999978922047924,7.91268172332856e-11,2.10771331672593e-05,"kids"
"652","square_2",6,"jraq40kbs6","jraq40kbs6",0.730058858821582,0.599268661039391,0.748539978217521,0.678771084488081,0.0270797001359101,0.711051965078081,0.199303210860246,0.0886451157298175,0.000999708331854564,"kids"
"653","square_2",7,"jraq40kbs6","jraq40kbs6",0.579446478814963,0.68036763488911,0.55523110627056,0.678771084488081,0.0270797001359101,0.998075305058362,0.0019245445534075,2.91547239746908e-08,1.21233506743061e-07,"kids"
"654","square_2",8,"jraq40kbs6","jraq40kbs6",0.362630854849387,0.657196499503475,0.3619222343236,0.678771084488081,0.0270797001359101,0.882692736597004,0.00140307189239932,0.115904187928005,3.58259263917359e-09,"kids"
"655","square_2",9,"jraq40kbs6","jraq40kbs6",0.210363393743793,0.671264688844754,0.168613362376639,0.678771084488081,0.0270797001359101,0.878601792428304,0.00631972182910653,0.11507701603979,1.46970279880084e-06,"kids"
"656","square_2",10,"jraq40kbs6","jraq40kbs6",0.152435555279709,0.490860849056604,0.168613362376639,0.485462212541121,0.0270797001359101,0.9985030749218,0.00149691690783753,3.79806498907229e-12,8.16656410269657e-09,"kids"
"657","square_2",11,"jraq40kbs6","jraq40kbs6",0.180571933962264,0.313767171466402,0.168613362376639,0.29215334059416,0.0270797001359101,0.882536082991237,0.00159070831396878,0.115873139789065,6.89057300092295e-08,"kids"
"658","square_2",12,"jraq40kbs6","jraq40kbs6",0.175606690665343,0.0952964664018537,0.168613362376639,0.098844468647199,0.0270797001359101,0.883017674754146,0.00101418322518959,0.115968140015366,2.00529862574589e-09,"kids"
"659","square_2",13,"jraq40kbs6","jraq40kbs6",0.369251179245283,0.10439941244621,0.3619222343236,0.098844468647199,0.0270797001359101,0.998726722688261,0.00127327583802346,4.26270698254955e-11,1.43108849175573e-09,"kids"
"660","square_2",14,"jraq40kbs6","jraq40kbs6",0.55544780287984,0.0952964664018537,0.55523110627056,0.0988444686471989,0.0270797001359101,0.883048497691729,0.000977324685508611,0.115974174465811,3.15695069456699e-09,"kids"
"661","alternating_diff_1",3,"kocslw1qzu","kocslw1qzu",0.332011854518371,0.44865628103277,0.281837130231287,0.347384446864719,0.0431869159318359,0.144142647098452,0.00498505600440598,0.247329792729949,0.603542504167193,"kids"
"662","alternating_diff_1",4,"kocslw1qzu","kocslw1qzu",0.255050583416087,0.337765847401522,0.339829791815375,0.347384446864719,0.0431869159318359,0.213102745236438,0.00203313243041775,0.0818113647169241,0.70305275761622,"kids"
"663","alternating_diff_1",5,"kocslw1qzu","kocslw1qzu",0.395732476828864,0.365902226084078,0.339829791815375,0.405377108448808,0.0431869159318359,0.360895890299514,0.00237854652545781,0.203532717980493,0.433192845194535,"kids"
"664","alternating_diff_1",6,"kocslw1qzu","kocslw1qzu",0.394904936279377,0.418037280701754,0.397822453399464,0.405377108448808,0.0431869159318359,0.593484952699347,0.00168548483791557,0.0407830759792636,0.364046486483474,"kids"
"665","alternating_diff_1",7,"kocslw1qzu","kocslw1qzu",0.417248531115524,0.443691037735849,0.397822453399464,0.347384446864719,0.0431869159318359,0.172912848812712,0.00285240605228361,0.114469347816625,0.709765397318379,"kids"
"666","alternating_diff_1",8,"kocslw1qzu","kocslw1qzu",0.452832774743462,0.355144198940748,0.455815114983552,0.347384446864719,0.0431869159318359,0.600959298168745,0.00168926297086171,0.0226883637358252,0.374663075124568,"kids"
"667","alternating_diff_1",9,"kocslw1qzu","kocslw1qzu",0.479314072327043,0.388245820920225,0.455815114983552,0.405377108448808,0.0431869159318359,0.520282156792935,0.00151224123724467,0.0668523902919262,0.411353211677894,"kids"
"668","alternating_diff_1",10,"kocslw1qzu","kocslw1qzu",0.500830126613704,0.433760551142006,0.51380777656764,0.405377108448808,0.0431869159318359,0.536020566946642,0.00168136705591003,0.0728366304483761,0.389461435549072,"kids"
"669","alternating_diff_1",11,"kocslw1qzu","kocslw1qzu",0.528966505296259,0.372522550479973,0.51380777656764,0.347384446864719,0.0431869159318359,0.486924358013073,0.00131722468592158,0.0578929618936892,0.453865455407316,"kids"
"670","alternating_diff_1",12,"kocslw1qzu","kocslw1qzu",0.550482559582919,0.341903550148957,0.571800438151729,0.347384446864719,0.0431869159318359,0.511661571224446,0.00130594041282843,0.0415404165125353,0.445492071850191,"kids"
"671","alternating_diff_1",13,"kocslw1qzu","kocslw1qzu",0.580274019364448,0.403969091360476,0.571800438151729,0.405377108448808,0.0431869159318359,0.602006553808014,0.00170032593674557,0.0354867132033177,0.360806407051922,"kids"
