fn_x,fn_y,noise_x,noise_y,particle,pred_x,pred_y,prev_x,prev_y,score,sd_x,sd_y,seq_id,tpt,true_x,true_y,var_x,var_y,weight
"SquaredExponential(0.2403383750343277, 2, 1)","SquaredExponential(0.2802833070998505, 2, 1)",1.998514591086799e-05,0.0015511402590169,18,20.779977587499616,3.965528477232334,0.7894736842105265,-0.7894736842105263,10.321631123610096,0.21174257476126646,0.6954679855794403,line,4,20.8,4.0,0.0002939560915047,0.0053592877447747,0.5311034855165704
"SquaredExponential(0.26618012936471624, 3, 1)","SquaredExponential(0.3152222500290894, 3, 1)",0.0097799197970835,0.0024623884995523,19,21.440596745681116,3.8580224055423176,0.7894736842105265,-0.7894736842105263,7.692542268798822,2.0050444230034135,0.8431121184356587,line,4,20.8,4.0,0.026358098891751,0.0078763218199785,-0.0667466005707908
"SquaredExponential(0.5061694448092787, 2, 1)","SquaredExponential(0.6946876599436986, 1, 1)",3.925483488338566e-05,0.0001867138976676,20,20.750491332330725,3.9975795817831994,0.7894736842105265,-0.7894736842105263,11.081230378190586,0.19911919359479122,0.25019642932673236,line,4,20.8,4.0,0.0002599515039278,0.0006936094542697,0.9329342610885932
"SquaredExponential(0.31271785275195285, 2, 1)","SquaredExponential(0.7759824200902647, 3, 1)",7.508857787465498e-06,2.641516198651133e-05,1,19.545825334023554,5.013999568026104,0.6842105263157896,-0.6842105263157895,19.12652947000609,0.10570086513745765,0.1147004933479778,line,5,19.5,5.0,7.325262102841901e-05,0.000145775104424,4.448179469892088
"SquaredExponential(0.45578241622958404, 2, 1)","SquaredExponential(0.9504942132813872, 2, 1)",0.0095405649661811,0.0011910056084749,2,20.135910996052313,4.855445758687722,0.6842105263157896,-0.6842105263157895,10.163481300085923,1.794682399097115,0.5156916894654922,line,5,19.5,5.0,0.0211174411226473,0.0029466805383243,2.815727346735282
"SquaredExponential(0.3690300569824718, 3, 1)","SquaredExponential(0.1982397713663394, 2, 1)",0.0049586022392052,0.0077271141601348,3,19.728705451780968,4.953340804213645,0.6842105263157896,-0.6842105263157895,9.541633355753437,1.3593146008404897,1.3401167108130494,line,5,19.5,5.0,0.0121145154587561,0.0198993107878159,3.287192030969956
"SquaredExponential(0.8083232117942143, 3, 1)","SquaredExponential(0.8134061973125808, 2, 1)",0.0069740925737102,1.801978448601615e-05,4,20.35521628684919,5.009395266827041,0.6842105263157896,-0.6842105263157895,14.054430160630933,1.5087392499800611,0.0985565236838018,line,5,19.5,5.0,0.0149243169003288,0.000107627571863,3.2356134806248638
"SquaredExponential(0.3671043133007328, 3, 1)","SquaredExponential(0.5330249100224782, 1, 1)",0.0002366823706256,0.0005936191575501,5,19.439366789056585,5.0125438944830645,0.6842105263157896,-0.6842105263157895,14.704449001162784,0.3996848243686154,0.3974991131173987,line,5,19.5,5.0,0.0010473730684362,0.0017507539604334,3.217190862277109
"SquaredExponential(0.9890754982859303, 2, 1)","SquaredExponential(0.06923334199470975, 1, 1)",5.079037874178119e-05,0.0017967368036601,6,19.4752622135915,5.079501216080841,0.6842105263157896,-0.6842105263157895,13.842448055276114,0.17464812994582485,0.9925112785349949,line,5,19.5,5.0,0.0001999834076518,0.0109149987592152,2.8584740792900414
"SquaredExponential(0.5526903743246118, 2, 1)","SquaredExponential(0.571458625699844, 1, 1)",0.0033107530780262,0.0006887647319349,7,19.777200711631835,4.996880645869622,0.6842105263157896,-0.6842105263157895,12.034068310764212,1.104297777902901,0.41911809909246023,line,5,19.5,5.0,0.0079953684360096,0.001946370980464,2.4682668213899417
"SquaredExponential(0.4733811513875825, 3, 1)","SquaredExponential(0.9798012790095831, 3, 1)",0.00028223667099,0.0063527675771254,8,19.448705628589188,4.280242833218522,0.6842105263157896,-0.6842105263157895,12.061696904609745,0.3960931664160302,1.1004909641343485,line,5,19.5,5.0,0.0010286337850577,0.0134191729877157,4.770311975778619
"SquaredExponential(0.05324030191871595, 1, 1)","SquaredExponential(0.2403516276343482, 1, 1)",0.0004207499343216,0.0025756666659568,9,19.64255916380606,5.042902313720456,0.6842105263157896,-0.6842105263157895,11.3010205000589,0.8475687472056279,0.825661104795807,line,5,19.5,5.0,0.0047099462783505,0.0075536427697798,2.5258231590029863
"SquaredExponential(0.7934411060713011, 1, 1)","SquaredExponential(0.10688741257101213, 1, 1)",2.160846476056897e-06,0.0011272200016108,10,19.51624132144424,5.085719825723928,0.6842105263157896,-0.6842105263157895,16.74393569831124,0.05286281572672451,0.7519910529095788,line,5,19.5,5.0,1.8321738016080506e-05,0.006265823198405,2.59295152134297
"SquaredExponential(0.23647124052507823, 1, 1)","SquaredExponential(0.2624990357283953, 1, 1)",4.046612782538917e-05,0.0009905868931785,11,19.537453021089775,5.070509091420012,0.6842105263157896,-0.6842105263157895,15.176682713478687,0.2258005624769968,0.5604146134465946,line,5,19.5,5.0,0.0003342844105946,0.0034799394899113,2.359019469195504
"SquaredExponential(0.12886084586642266, 3, 1)","SquaredExponential(0.8219771246974765, 2, 1)",0.0027218230169214,2.1581786087970994e-05,12,19.31156036060698,5.012050537096263,0.6842105263157896,-0.6842105263157895,14.836800543797684,1.25716827153717,0.10497759937719686,line,5,19.5,5.0,0.0103622223800406,0.000122108547047,3.517661233651062
"SquaredExponential(0.7977682937548278, 3, 1)","SquaredExponential(0.7848444910434709, 1, 1)",0.0069344113182677,0.004074395478002,13,20.34196026035905,4.591056017396329,0.6842105263157896,-0.6842105263157895,9.385286659857908,1.5062652130996745,0.9160501138469628,line,5,19.5,5.0,0.0148754111176659,0.0092980366878563,6.735654436037573
"SquaredExponential(0.08815486605307334, 1, 1)","SquaredExponential(0.43908356298831236, 3, 1)",0.009668241691474,0.0003194124702435,14,19.22672582444569,5.0426834545235355,0.6842105263157896,-0.6842105263157895,11.594493914125405,2.167226452465401,0.3250398763891344,line,5,19.5,5.0,0.0307946073285303,0.0011706473267929,3.833236361933964
