func,init_angle,init_speed,particle,pred_x,pred_y,scale_x,scale_y,score,seq_id,shape_x,shape_y,tpt,true_x,true_y,sampled_sd_x,sampled_sd_y,sd_x,sd_y
"map_list_to_op_func(lambda_op(move_ts(bv_1(), bv_1())), range())",2.012843128170472,3.207566881073323,19,26.000000000000007,1.6401219466856727,38.07289105211583,80.92293676067618,-28.450825712508745,line,55.77793558450888,49.07336870246561,1,24.700000000000006,1.0000000000000002,0.13204245338989104,0.07561815816906024,0.1275547414280785,0.06930639602788785
"apply_expr_to_op_func(lambda_op(move_ts(real(6.21470347333058), real(0.5003714176658148))), real(-3.8465819368861904))",3.228505753866173,0.041658245992236,20,25.225561165549912,-0.2715584215321404,17.79761011381225,83.15104378948791,-42.82104163541271,line,27.3722081041602,72.60358627360678,1,24.700000000000006,1.0000000000000002,0.10420722560194579,0.10316674733672686,0.10187130394669275,0.10724378875785015
"move_s(apply_expr_to_expr_func(lambda_expr(bv_1()), arithmetic_type(mod(int(17), round(real(8.012017842055265))))))",1.6877242679354256,0.9379879756472348,1,23.25326930480832,1.7726385284142754,73.5478843781252,33.184613196531465,-40.33456039283784,line,62.49422699323072,95.4509362458716,2,23.400000000000006,2.0000000000000004,0.03204234486551765,0.03754570150864765,0.03025091689733035,0.03709984219712303
move(),1.536022399838875,0.74948307096083,2,23.783027790583358,1.8186585840840788,33.69606675495428,38.427755854702205,-23.906154215277887,line,103.76408819359357,30.79280475984831,2,23.400000000000006,2.0000000000000004,0.051245108177908366,0.05109608357142287,0.04650158207430104,0.056887144050568876
move(),1.549940527896407,0.6855075255236774,3,23.845131670654965,1.730264654896587,27.395335587974643,68.10029356130016,-23.615911130423047,line,85.36262643647333,42.47663001061762,2,23.400000000000006,2.0000000000000004,0.05400714276160363,0.04676082386693207,0.058577103880464866,0.05081362434258902
move_s(real(1.0409750972554812)),-2.485389401174217,0.9751816659012864,4,23.465351502939033,2.1792393779722485,40.32118447080368,62.18744564879221,-24.758546722044816,line,53.10227106751349,35.34602464048528,2,23.400000000000006,2.0000000000000004,0.03324527800209372,0.04666578434769093,0.0362222930414997,0.04554161870001841
move(),-2.541454169251731,0.586341301708002,5,24.06568479172318,1.7228110299152548,45.610531476470335,57.26364549801649,-24.39988291701321,line,55.39125359387676,60.01450637169888,2,23.400000000000006,2.0000000000000004,0.1058187612317744,0.045065101327995634,0.09436158461048808,0.045046422690772095
move(),-2.430286394456164,1.1915282627887178,6,23.175392424623144,2.2225674901038586,68.95395006147638,38.20778655406093,-22.587129790980363,line,59.26214043873225,91.22215444685634,2,23.400000000000006,2.0000000000000004,0.041659874213172694,0.0347107739645161,0.03852941613056091,0.036063328779911585
"map_list_to_op_func(lambda_op(move()), range())",1.5537798984475022,1.0357638081380331,7,23.401710554274377,2.095579502969164,96.23331167715732,31.092351470338507,-25.61879306640485,line,75.81264808626248,79.91343107389852,2,23.400000000000006,2.0000000000000004,0.01937180168995038,0.03424762628046757,0.019077426298957978,0.034382423206525695
"map_list_to_op_func(lambda_op(apply_expr_to_op_func(lambda_op(move_s(arithmetic_type(times(bv_1(), bv_1())))), bv_1())), range())",1.6225556711582028,2.090532255164974,8,19.259188347426893,4.665728926315289,80.97926208856784,74.4225645944178,-35.21151296163214,line,49.42877513356886,43.67443084536119,2,23.400000000000006,2.0000000000000004,0.4013720056376938,0.31179475806998747,0.4131585467802303,0.28358319087104816
move_s(real(1.1854789801351673)),1.6143268744083117,0.4908528415781118,9,23.101685042469903,2.1071625019555014,53.985039088295686,25.620798690685334,-24.847394449601303,line,60.47390399057127,52.579314843717306,2,23.400000000000006,2.0000000000000004,0.05195722583134951,0.04779688953906366,0.04752053282378331,0.046625211215700894
move_t(real(-2.272349902905158)),3.798625060513986,0.640851758569608,10,23.74364986467399,1.4360655287271005,69.26740641004828,46.70600978357061,-29.17321370601133,line,56.50088484004908,31.049191372987096,2,23.400000000000006,2.0000000000000004,0.04671672630730538,0.10347673109958273,0.05224154910329327,0.10825892955429559
move(),-2.3811370906334965,0.7593940763185967,11,23.67112413374155,1.7019130563669724,49.7858152230951,40.48418853027509,-21.38419245930753,line,51.96986555151551,46.14232652807607,2,23.400000000000006,2.0000000000000004,0.04768015346232079,0.061820245566523886,0.04906912861494348,0.05739609519290865
move(),-2.603004142078458,0.9122100686944168,12,23.826314986044935,2.2145355860369973,35.06235119438789,59.87533814825661,-22.8502122057785,line,72.13716221184187,84.01424999207863,2,23.400000000000006,2.0000000000000004,0.0624003830735798,0.03669063595233082,0.05944724928167633,0.032708507573351885
"map_list_to_op_func(lambda_op(move()), range())",-2.508285383952463,0.947229989714788,13,23.615847981343567,2.112745486681356,40.1533526324785,59.3538221605514,-24.75215989605517,line,38.05388095191002,89.18917956107718,2,23.400000000000006,2.0000000000000004,0.049044184387466334,0.02327456659344782,0.053929394807817575,0.02536647919168656
